CommandLine, Time, Executable, Parent PID, PID, User, Privileges
"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca , 20240926053548.229779+120 , C:\Windows\system32\backgroundTaskHost.exe,764 , 8148 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926053551.204649+120 , C:\Windows\system32\conhost.exe,7564 , 7520 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926053552.180875+120 , C:\Windows\system32\conhost.exe,8132 , 3140 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" for-each-ref --format=%(refname)%00%(upstream:short)%00%(objectname)%00%(upstream:track)%00%(upstream:remotename)%00%(upstream:remoteref) --ignore-case refs/heads/origin/main refs/remotes/origin/main , 20240926053558.707508+120 , C:\Program Files\Git\cmd\git.exe,2292 , 304 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
CommandLine, Time, Executable, Parent PID, PID, User, Privileges
None , 20240926060345.361769+120 , None,628 , 7636 , (None, 2, None) , N/A
None , 20240926060346.461154+120 , None,7636 , 3308 , (None, 2, None) , N/A
None , 20240926060346.531286+120 , None,3308 , 6476 , (None, 2, None) , N/A
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060410.157938+120 , C:\Windows\system32\conhost.exe,7192 , 1764 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=fr --service-sandbox-type=service --string-annotations=is-enterprise-managed=no --field-trial-handle=4148,i,10429386024063121222,12529014306556427185,262144 --variations-seed-version --mojo-platform-channel-handle=5184 /prefetch:8 , 20240926060428.717211+120 , C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,5524 , 4932 , ('DESKTOP-JCMNI29', 0, 'lehorla') , 
"C:\Program Files\Git\cmd\git.exe" config --get commit.template , 20240926060431.403023+120 , C:\Program Files\Git\cmd\git.exe,2292 , 4788 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060432.277352+120 , C:\Windows\system32\conhost.exe,7660 , 6512 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
git.exe status -z -uall , 20240926060432.376327+120 , C:\Program Files\Git\mingw64\bin\git.exe,7660 , 6792 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060433.551618+120 , C:\Windows\system32\conhost.exe,3788 , 2020 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" rev-parse refs/remotes/origin/main , 20240926060438.502114+120 , C:\Program Files\Git\cmd\git.exe,2292 , 5232 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060439.045388+120 , C:\Windows\system32\conhost.exe,7760 , 2512 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
git.exe status -z -uall , 20240926060439.457385+120 , C:\Program Files\Git\mingw64\bin\git.exe,7760 , 3132 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" for-each-ref --format=%(refname)%00%(upstream:short)%00%(objectname)%00%(upstream:track)%00%(upstream:remotename)%00%(upstream:remoteref) --ignore-case refs/heads/main refs/remotes/main , 20240926060440.477119+120 , C:\Program Files\Git\cmd\git.exe,2292 , 4540 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=fr --service-sandbox-type=service --string-annotations=is-enterprise-managed=no --field-trial-handle=5904,i,10429386024063121222,12529014306556427185,262144 --variations-seed-version --mojo-platform-channel-handle=5116 /prefetch:8 , 20240926060449.702215+120 , None,5524 , 7880 , ('DESKTOP-JCMNI29', 0, 'lehorla') , 
None , 20240926060540.413194+120 , None,628 , 4896 , (None, 2, None) , N/A
"C:\Windows\system32\BackgroundTaskHost.exe" -ServerName:BackgroundTaskHost.WebAccountProvider , 20240926060540.894366+120 , C:\Windows\system32\BackgroundTaskHost.exe,764 , 5672 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926060545.118336+120 , None,628 , 7900 , (None, 2, None) , N/A
None , 20240926060546.257913+120 , None,4988 , 2944 , (None, 2, None) , N/A
None , 20240926060546.182329+120 , None,7900 , 4988 , (None, 2, None) , N/A
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060555.127669+120 , C:\Windows\system32\conhost.exe,652 , 3564 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060601.465732+120 , C:\Windows\system32\conhost.exe,8096 , 3488 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" status -z -uall , 20240926060601.446639+120 , C:\Program Files\Git\cmd\git.exe,2292 , 8096 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926060636.451235+120 , None,7812 , 5712 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926060637.256515+120 , None,5712 , 1320 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060721.951258+120 , C:\Windows\system32\conhost.exe,212 , 1912 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
git.exe status -z -uall , 20240926060727.480516+120 , C:\Program Files\Git\mingw64\bin\git.exe,7384 , 5000 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060727.413020+120 , C:\Windows\system32\conhost.exe,7384 , 5152 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" status -z -uall , 20240926060727.397929+120 , C:\Program Files\Git\cmd\git.exe,2292 , 7384 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" for-each-ref --format=%(refname)%00%(upstream:short)%00%(objectname)%00%(upstream:track)%00%(upstream:remotename)%00%(upstream:remoteref) --ignore-case refs/heads/origin/main refs/remotes/origin/main , 20240926060728.342649+120 , C:\Program Files\Git\cmd\git.exe,2292 , 1264 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" status -z -uall , 20240926060732.183006+120 , C:\Program Files\Git\cmd\git.exe,2292 , 4480 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060732.189751+120 , C:\Windows\system32\conhost.exe,4480 , 5372 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060915.742091+120 , C:\Windows\system32\conhost.exe,2164 , 2020 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060916.096286+120 , C:\Windows\system32\conhost.exe,6592 , 3744 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
python -I c:\Users\lehorla\.vscode\extensions\ms-python.vscode-pylance-2024.9.2\dist\bundled\files\get_pytest_options.py , 20240926060915.942422+120 , None,5156 , 6288 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060917.819017+120 , None,6288 , 5672 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926060919.460332+120 , C:\Windows\system32\conhost.exe,6536 , 4148 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
CommandLine, Time, Executable, Parent PID, PID, User, Privileges
None , 20240926061325.124798+120 , None,3084 , 7436 , (None, 2, None) , N/A
"C:\Program Files\Git\cmd\git.exe" config --get commit.template , 20240926061347.157339+120 , None,2292 , 5640 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" for-each-ref --format=%(refname)%00%(upstream:short)%00%(objectname)%00%(upstream:track)%00%(upstream:remotename)%00%(upstream:remoteref) --ignore-case refs/heads/main refs/remotes/main , 20240926061347.169151+120 , C:\Program Files\Git\cmd\git.exe,2292 , 8104 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" status -z -uall , 20240926061348.275762+120 , C:\Program Files\Git\cmd\git.exe,2292 , 300 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926061348.286196+120 , C:\Windows\system32\conhost.exe,300 , 5152 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926061408.327793+120 , None,4076 , 320 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926061407.813437+120 , None,656 , 4076 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926061409.483044+120 , None,628 , 2888 , (None, 2, None) , N/A
None , 20240926061410.416517+120 , None,3084 , 3596 , (None, 2, None) , N/A
None , 20240926061410.295765+120 , None,3084 , 4856 , (None, 2, None) , N/A
None , 20240926061413.961709+120 , None,396 , 3060 , (None, 2, None) , N/A
None , 20240926061414.749195+120 , None,7516 , 2876 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926061414.006700+120 , None,656 , 7516 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926061415.740336+120 , None,628 , 6812 , (None, 2, None) , N/A
None , 20240926061416.274870+120 , None,6812 , 1324 , (None, 2, None) , N/A
None , 20240926061416.316280+120 , None,1324 , 2952 , (None, 2, None) , N/A
None , 20240926061517.140868+120 , None,1324 , 6852 , (None, 2, None) , N/A
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926061614.315598+120 , C:\Windows\system32\conhost.exe,6764 , 3528 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" status -z -uall , 20240926061614.305964+120 , C:\Program Files\Git\cmd\git.exe,2292 , 6764 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" config --local branch.main.vscode-merge-base , 20240926061615.490004+120 , None,2292 , 3144 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926061618.649131+120 , None,1324 , 7536 , (None, 2, None) , N/A
None , 20240926061703.027352+120 , None,1620 , 4612 , (None, 2, None) , N/A
None , 20240926061705.105294+120 , None,396 , 5828 , (None, 2, None) , N/A
None , 20240926061705.992105+120 , None,764 , 3868 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926061720.587317+120 , None,1324 , 2916 , (None, 2, None) , N/A
None , 20240926061746.498053+120 , None,396 , 3768 , (None, 2, None) , N/A
None , 20240926061748.192746+120 , None,628 , 7600 , (None, 2, None) , N/A
None , 20240926061748.706073+120 , None,1324 , 7508 , (None, 2, None) , N/A
None , 20240926061749.888101+120 , None,396 , 5000 , (None, 2, None) , N/A
None , 20240926061750.687361+120 , None,628 , 6312 , (None, 2, None) , N/A
None , 20240926061751.332193+120 , None,6312 , 6936 , (None, 2, None) , N/A
None , 20240926061751.349713+120 , None,6936 , 7500 , (None, 2, None) , N/A
None , 20240926061852.130345+120 , None,6936 , 1868 , (None, 2, None) , N/A
C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} , 20240926061910.548808+120 , C:\Windows\system32\DllHost.exe,764 , 1708 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926061925.195799+120 , None,764 , 1144 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926061953.562172+120 , None,6936 , 4976 , (None, 2, None) , N/A
None , 20240926062054.878544+120 , None,6936 , 6588 , (None, 2, None) , N/A
None , 20240926062156.180386+120 , None,6936 , 6768 , (None, 2, None) , N/A
None , 20240926062257.537820+120 , None,6936 , 7848 , (None, 2, None) , N/A
"C:\Windows\SystemApps\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\SecHealthUI.exe" -ServerName:SecHealthUI.AppXep4x2tbtjws1v9qqs0rmb3hxykvkpqtn.mca , 20240926062349.475785+120 , C:\Windows\SystemApps\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\SecHealthUI.exe,764 , 8132 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} , 20240926062351.655454+120 , C:\Windows\system32\DllHost.exe,764 , 2996 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
C:\Windows\System32\SecurityHealthHost.exe {E041C90B-68BA-42C9-991E-477B73A75C90} -Embedding , 20240926062356.356826+120 , C:\Windows\System32\SecurityHealthHost.exe,764 , 8172 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062358.972842+120 , None,6936 , 1284 , (None, 2, None) , N/A
C:\Windows\System32\smartscreen.exe -Embedding , 20240926062400.496373+120 , None,764 , 1876 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
C:\Windows\System32\RuntimeBroker.exe -Embedding , 20240926062406.581280+120 , C:\Windows\System32\RuntimeBroker.exe,764 , 7644 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062417.001402+120 , None,396 , 3408 , (None, 2, None) , N/A
None , 20240926062420.821453+120 , None,764 , 6456 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
C:\Windows\System32\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding , 20240926062429.607165+120 , C:\Windows\System32\SecurityHealthHost.exe,764 , 7752 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062431.289287+120 , None,4708 , 2384 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926062430.506745+120 , None,656 , 4708 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
"C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca , 20240926062433.287557+120 , None,764 , 3904 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062435.510194+120 , None,656 , 5028 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
C:\Windows\System32\RuntimeBroker.exe -Embedding , 20240926062435.343637+120 , C:\Windows\System32\RuntimeBroker.exe,764 , 7152 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062436.294909+120 , None,5028 , 2236 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926062437.434949+120 , None,7984 , 5892 , (None, 2, None) , N/A
None , 20240926062437.146244+120 , None,628 , 7984 , (None, 2, None) , N/A
None , 20240926062438.256853+120 , None,6936 , 3516 , (None, 2, None) , N/A
None , 20240926062438.215723+120 , None,6936 , 4120 , (None, 2, None) , N/A
None , 20240926062439.816806+120 , None,656 , 5348 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926062439.587619+120 , None,396 , 6332 , (None, 2, None) , N/A
None , 20240926062440.751658+120 , None,628 , 3744 , (None, 2, None) , N/A
None , 20240926062440.313674+120 , None,5348 , 4936 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926062441.554413+120 , None,3744 , 3748 , (None, 2, None) , N/A
None , 20240926062441.560293+120 , None,3748 , 5976 , (None, 2, None) , N/A
None , 20240926062529.347289+120 , None,396 , 2764 , (None, 2, None) , N/A
taskhostw.exe , 20240926062529.848689+120 , C:\Windows\system32\taskhostw.exe,396 , 5136 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062529.808843+120 , None,396 , 7760 , (None, 2, None) , N/A
None , 20240926062530.292713+120 , None,628 , 4888 , (None, 2, None) , N/A
"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca , 20240926062531.304779+120 , C:\Windows\system32\backgroundTaskHost.exe,764 , 3620 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062532.238074+120 , None,628 , 2720 , (None, 2, None) , N/A
None , 20240926062532.266400+120 , None,396 , 6692 , (None, 2, None) , N/A
"BackgroundTransferHost.exe" -ServerName:BackgroundTransferHost.1 , 20240926062532.948739+120 , C:\Windows\system32\BackgroundTransferHost.exe,764 , 6980 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:CortanaUI.AppX3bn25b6f886wmg6twh46972vprk9tnbf.mca , 20240926062532.848174+120 , C:\Windows\system32\backgroundTaskHost.exe,764 , 7424 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:ShellFeedsUI.AppXnj65k2d1a1rnztt2t2nng5ctmk3e76pn.mca , 20240926062532.846826+120 , C:\Windows\system32\backgroundTaskHost.exe,764 , 8008 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062535.711281+120 , None,6692 , 6648 , (None, 2, None) , N/A
None , 20240926062540.012616+120 , None,764 , 7264 , (None, 2, None) , N/A
C:\Windows\System32\RuntimeBroker.exe -Embedding , 20240926062541.566310+120 , C:\Windows\System32\RuntimeBroker.exe,764 , 2328 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062542.143211+120 , None,7264 , 8220 , (None, 2, None) , N/A
None , 20240926062542.621861+120 , None,3748 , 8252 , (None, 2, None) , N/A
None , 20240926062544.473340+120 , None,6692 , 8324 , (None, 2, None) , N/A
C:\Windows\System32\slui.exe -Embedding , 20240926062550.729457+120 , C:\Windows\System32\slui.exe,764 , 8448 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" config --get commit.template , 20240926062558.148919+120 , C:\Program Files\Git\cmd\git.exe,2292 , 8644 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" for-each-ref --format=%(refname)%00%(upstream:short)%00%(objectname)%00%(upstream:track)%00%(upstream:remotename)%00%(upstream:remoteref) --ignore-case refs/heads/main refs/remotes/main , 20240926062558.193301+120 , C:\Program Files\Git\cmd\git.exe,2292 , 8652 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926062558.359437+120 , None,8652 , 8660 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" status -z -uall , 20240926062600.792542+120 , C:\Program Files\Git\cmd\git.exe,2292 , 8844 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926062600.804411+120 , C:\Windows\system32\conhost.exe,8844 , 8852 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
git.exe status -z -uall , 20240926062600.917876+120 , C:\Program Files\Git\mingw64\bin\git.exe,8844 , 8892 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" for-each-ref --format=%(refname)%00%(upstream:short)%00%(objectname)%00%(upstream:track)%00%(upstream:remotename)%00%(upstream:remoteref) --ignore-case refs/heads/origin/main refs/remotes/origin/main , 20240926062602.960324+120 , C:\Program Files\Git\cmd\git.exe,2292 , 9064 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926062603.041837+120 , C:\Windows\system32\conhost.exe,9064 , 9072 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Windows\system32\BackgroundTaskHost.exe" -ServerName:BackgroundTaskHost.WebAccountProvider , 20240926062603.947632+120 , C:\Windows\system32\BackgroundTaskHost.exe,764 , 9156 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
C:\Windows\System32\RuntimeBroker.exe -Embedding , 20240926062606.356258+120 , C:\Windows\System32\RuntimeBroker.exe,764 , 8252 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" status -z -uall , 20240926062608.486289+120 , C:\Program Files\Git\cmd\git.exe,2292 , 5340 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926062608.494051+120 , C:\Windows\system32\conhost.exe,5340 , 6260 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062618.784738+120 , None,8324 , 8912 , (None, 2, None) , N/A
None , 20240926062628.738645+120 , None,628 , 1168 , (None, 2, None) , N/A
None , 20240926062629.563663+120 , None,396 , 8276 , (None, 2, None) , N/A
None , 20240926062634.649264+120 , None,764 , 8224 , (None, 2, None) , N/A
None , 20240926062635.446759+120 , None,764 , 8588 , (None, 2, None) , N/A
rundll32 C:\Windows\system32\GeneralTel.dll,RunInUserCxt HZ5cG2YGMkKgzt/l.1.1.2 {A9240423-09C1-4BEA-93A9-260C17FF7FEF} {9FFA5E4C-8790-1371-7216-2ED042FC24DF} IsAdmin WAMAccountCount , 20240926062642.743061+120 , C:\Windows\system32\rundll32.exe,8912 , 8284 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062644.198387+120 , None,3748 , 8832 , (None, 2, None) , N/A
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926062703.259860+120 , None,4776 , 304 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" rev-parse refs/remotes/origin/main , 20240926062703.191146+120 , C:\Program Files\Git\cmd\git.exe,2292 , 4776 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
git.exe rev-parse refs/remotes/origin/main , 20240926062703.651301+120 , C:\Program Files\Git\mingw64\bin\git.exe,4776 , 8516 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926062705.976936+120 , C:\Windows\system32\conhost.exe,8088 , 7236 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" status -z -uall , 20240926062705.861439+120 , C:\Program Files\Git\cmd\git.exe,2292 , 8088 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
git.exe status -z -uall , 20240926062706.103139+120 , C:\Program Files\Git\mingw64\bin\git.exe,8088 , 8472 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062711.481845+120 , None,628 , 8752 , (None, 2, None) , N/A
None , 20240926062712.027426+120 , None,764 , 8288 , (None, 2, None) , N/A
"C:\Program Files\Git\cmd\git.exe" status -z -uall , 20240926062716.196306+120 , C:\Program Files\Git\cmd\git.exe,2292 , 3880 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
\??\C:\Windows\system32\conhost.exe 0x4 , 20240926062716.239883+120 , C:\Windows\system32\conhost.exe,3880 , 7960 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
"C:\Program Files\Git\cmd\git.exe" for-each-ref --format=%(refname)%00%(upstream:short)%00%(objectname)%00%(upstream:track)%00%(upstream:remotename)%00%(upstream:remoteref) --ignore-case refs/heads/main refs/remotes/main , 20240926062722.676384+120 , C:\Program Files\Git\cmd\git.exe,2292 , 4792 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
git.exe status -z -uall , 20240926062724.959894+120 , C:\Program Files\Git\mingw64\bin\git.exe,6460 , 1260 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062746.168098+120 , None,3748 , 8692 , (None, 2, None) , N/A
"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca , 20240926062758.194133+120 , C:\Windows\system32\backgroundTaskHost.exe,764 , 620 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062807.118363+120 , None,656 , 7160 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
"C:\Windows\system32\BackgroundTaskHost.exe" -ServerName:BackgroundTaskHost.WebAccountProvider , 20240926062818.018041+120 , C:\Windows\system32\BackgroundTaskHost.exe,764 , 9020 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062821.069176+120 , None,656 , 2760 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926062824.315966+120 , None,628 , 1700 , (None, 2, None) , N/A
C:\Windows\System32\RuntimeBroker.exe -Embedding , 20240926062828.339459+120 , C:\Windows\System32\RuntimeBroker.exe,764 , 580 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
C:\Windows\System32\RuntimeBroker.exe -Embedding , 20240926062830.070182+120 , C:\Windows\System32\RuntimeBroker.exe,764 , 8392 , ('DESKTOP-JCMNI29', 0, 'lehorla') , SeChangeNotifyPrivilege|
None , 20240926062834.676560+120 , None,656 , 5052 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
None , 20240926062846.021805+120 , None,656 , 8384 , ('DESKTOP-JCMNI29', 0, 'lehorla') , N/A
